Offer ID,Data ID,Date,Drop Number,Delivered,Clicks,CTR,Revenue,eCPM,Offer Type,Audience Type
699,54,11/12/2022,4,102516,215,0.002097234,0.00,0,Credit Card,Mortgage
837,30,11/12/2022,2,144433,1030,0.007131334,1096.00,7.588293534,Survey,Lending
347,30,11/12/2022,3,144397,765,0.005297894,627.63,4.346558447,Loan,Lending
837,76,11/12/2022,4,131714,1188,0.009019542,918.00,6.969646355,Survey,Credit Card
687,97,11/12/2022,2,174368,1910,0.010953845,654.60,3.754129198,Rent To Own,Housing
255,97,11/12/2022,4,174401,698,0.004002271,413.00,2.368105687,Credit Score,Housing
176,97,11/12/2022,5,174405,136,0.000779794,637.00,3.652418222,Home Security,Housing
659,97,11/13/2022,5,174171,472,0.00270998,432.00,2.480321064,Loan,Housing
109,97,11/13/2022,3,174162,870,0.004995349,327.82,1.88227053,Home Financing,Housing
178,54,11/13/2022,2,199057,224,0.001125306,600.00,3.01421201,Health,Mortgage
178,54,11/13/2022,2,102806,181,0.001760598,50.00,0.486352937,Health,Mortgage
865,54,11/13/2022,3,301672,1030,0.003414304,924.00,3.062929274,Home Financing,Mortgage
413,54,11/13/2022,4,301916,788,0.002609997,1200.00,3.974615456,Injury Claim,Mortgage
911,30,11/13/2022,2,144486,79,0.000546766,1040.00,7.197929211,Employment,Lending
879,30,11/13/2022,3,144459,1561,0.010805834,1190.00,8.237631439,Shopping,Lending
250,76,11/13/2022,2,109571,868,0.007921804,685.71,6.258133995,Credit Card,Credit Card
255,76,11/13/2022,3,132430,203,0.001532885,177.00,1.336555161,Credit Score,Credit Card
861,76,11/13/2022,4,132473,27,0.000203815,200.00,1.509741608,Education,Credit Card
1000,97,11/13/2022,2,174142,694,0.003985253,600.00,3.445464047,Credit Card,Housing
866,97,11/13/2022,4,174189,265,0.001521336,595.00,3.415829932,Personal Care,Housing
432,76,11/14/2022,2,132949,1120,0.008424283,679.00,5.107221566,Credit Card,Credit Card
222,97,11/14/2022,5,174059,836,0.004802969,382.14,2.195462458,Loan,Housing
767,97,11/14/2022,4,174049,263,0.001511069,280.00,1.608742366,Beauty,Housing
837,54,11/14/2022,2,196775,1187,0.00603227,568.20,2.887561936,Survey,Mortgage
837,54,11/14/2022,2,103177,500,0.004846041,1325.80,12.84976303,Survey,Mortgage
838,54,11/14/2022,3,197934,356,0.001798579,816.00,4.122586317,Home Financing,Mortgage
838,54,11/14/2022,3,103113,356,0.003452523,0.00,0,Home Financing,Mortgage
949,54,11/14/2022,4,196707,71,0.000360943,1373.40,6.981957937,Identity Protection,Mortgage
949,54,11/14/2022,4,102940,152,0.001476588,1373.40,13.34175248,Identity Protection,Mortgage
140,30,11/14/2022,2,144474,206,0.001425862,1939.00,13.42109999,Auto Warranty,Lending
413,30,11/14/2022,3,144445,550,0.003807678,2400.00,16.61532071,Injury Claim,Lending
455,76,11/14/2022,3,133004,783,0.005887041,413.58,3.10953054,Shopping,Credit Card
390,76,11/14/2022,4,133048,63,0.000473513,855.00,6.42625218,Auto Warranty,Credit Card
687,97,11/14/2022,2,174005,1370,0.007873337,499.20,2.868883078,Rent To Own,Housing
227,97,11/14/2022,3,174034,281,0.001614627,545.00,3.131571992,Credit Repair,Housing
861,97,11/15/2022,4,174072,207,0.001189163,750.00,4.308561974,Education,Housing
719,76,11/15/2022,2,133461,442,0.003311829,780.00,5.844403983,Credit Card,Credit Card
406,97,11/15/2022,5,174066,132,0.000758333,584.00,3.355049234,Identity Protection,Housing
699,97,11/15/2022,3,174021,367,0.002108941,480.00,2.758287793,Credit Card,Housing
140,54,11/15/2022,2,196271,184,0.000937479,0.00,,Auto Warranty,Mortgage
140,54,11/15/2022,2,102957,199,0.001932846,1248.10,12.12253659,Auto Warranty,Mortgage
551,54,11/15/2022,3,196799,156,0.000792687,156.00,0.792686955,Home Financing,Mortgage
551,54,11/15/2022,3,102905,321,0.003119382,216.00,2.099023371,Home Financing,Mortgage
258,54,11/15/2022,4,197366,168,0.00085121,0.00,,Life Insurance,Mortgage
258,54,11/15/2022,4,102799,187,0.001819084,900.90,8.763703927,Life Insurance,Mortgage
263,54,11/15/2022,6,163365,182,0.00111407,390.00,2.38729226,Auto Insurance,Mortgage
575,30,11/15/2022,2,119756,790,0.006596747,2032.15,16.96908714,Credit Card,Lending
690,30,11/15/2022,3,144559,685,0.00473855,700.00,4.842313519,Credit Card,Lending
619,76,11/15/2022,3,133558,37,0.000277033,586.00,4.387606882,Life Insurance,Credit Card
413,76,11/15/2022,4,133605,274,0.002050821,400.00,2.993899929,Injury Claim,Credit Card
168,97,11/15/2022,2,173956,110,0.000632344,880.00,5.058750489,Home Financing,Housing
467,97,11/16/2022,5,173353,104,0.000599932,825.00,4.759075413,Identity Protection,Housing
166,76,11/16/2022,4,134162,546,0.004069707,434.00,3.234895127,Shopping,Credit Card
227,76,11/16/2022,3,134121,80,0.000596476,700.00,5.219167766,Credit Repair,Credit Card
467,54,11/16/2022,2,197321,66,0.00033448,0.00,,Identity Protection,Mortgage
467,54,11/16/2022,2,103041,128,0.001242224,1052.80,10.21729215,Identity Protection,Mortgage
962,54,11/16/2022,3,196815,122,0.000619871,132.00,0.670680588,Home Financing,Mortgage
962,54,11/16/2022,3,103321,272,0.002632572,228.00,2.206714995,Home Financing,Mortgage
771,54,11/16/2022,4,196988,75,0.000380734,208.00,1.055901882,Debt,Mortgage
771,54,11/16/2022,4,103268,250,0.002420885,338.00,3.273037146,Debt,Mortgage
822,30,11/16/2022,2,144772,346,0.002389965,260.24,1.797585168,Loan,Lending
542,30,11/16/2022,3,144686,205,0.001416861,192.00,1.327011598,Health,Lending
432,30,11/16/2022,4,144689,974,0.00673168,588.00,4.063888755,Credit Card,Lending
112,76,11/16/2022,2,134056,34,0.000253625,644.00,4.803962523,Identity Protection,Credit Card
687,97,11/16/2022,2,173647,1192,0.006864501,418.50,2.410061792,Rent To Own,Housing
485,97,11/16/2022,3,152341,271,0.001778904,800.00,5.251376845,Credit Card,Housing
140,97,11/16/2022,4,173811,267,0.001536151,921.00,5.298859106,Auto Warranty,Housing
401,97,11/17/2022,4,173693,282,0.001623554,804.00,4.628856661,Debt,Housing
789,97,11/17/2022,2,173638,313,0.001802601,2128.00,12.25538189,Employment,Housing
227,54,11/17/2022,2,196904,165,0.000837972,390.00,1.980660626,Credit Repair,Mortgage
227,54,11/17/2022,2,103150,176,0.001706253,910.00,8.822103732,Credit Repair,Mortgage
614,54,11/17/2022,3,197031,222,0.001126726,360.00,1.827123651,Home Financing,Mortgage
614,54,11/17/2022,3,103227,329,0.003187151,216.00,2.092475806,Home Financing,Mortgage
430,54,11/17/2022,4,195843,195,0.000995696,0.00,,Home Improvement,Mortgage
430,54,11/17/2022,4,102917,187,0.001816998,801.50,7.787829027,Home Improvement,Mortgage
169,30,11/17/2022,2,144814,1040,0.007181626,1320.00,9.115140801,Credit Card,Lending
176,30,11/17/2022,3,144565,111,0.000767821,540.00,3.735343963,Home Security,Lending
344,30,11/17/2022,4,144758,382,0.002638887,269.75,1.86345487,Loan,Lending
399,76,11/17/2022,2,133699,32,0.000239344,896.00,6.701620805,Injury Claim,Credit Card
140,76,11/17/2022,3,133721,89,0.000665565,808.00,6.04243163,Auto Warranty,Credit Card
256,76,11/17/2022,4,113175,597,0.005275017,1257.65,11.11243649,Credit Card,Credit Card
619,97,11/17/2022,3,173598,136,0.000783419,613.00,3.531146672,Life Insurance,Housing
540,97,11/17/2022,5,173732,563,0.003240623,780.00,4.48967375,Credit Card,Housing
699,76,11/18/2022,2,134319,1178,0.008770167,1872.00,13.93697094,Credit Card,Credit Card
953,76,11/18/2022,3,134153,91,0.00067833,100.00,0.745417546,Credit Score,Credit Card
159,97,11/18/2022,5,173886,149,0.000856883,728.00,4.186651024,Home Security,Housing
399,54,11/18/2022,2,194709,66,0.000338967,0.00,,Injury Claim,Mortgage
399,54,11/18/2022,2,103847,156,0.00150221,1337.00,12.87470991,Injury Claim,Mortgage
839,54,11/18/2022,3,194669,157,0.000806497,192.00,0.986289548,Home Financing,Mortgage
839,54,11/18/2022,3,103785,196,0.00188852,72.00,0.69374187,Home Financing,Mortgage
117,54,11/18/2022,4,194634,196,0.001007018,880.00,4.521306658,Home Sale,Mortgage
117,54,11/18/2022,4,103702,191,0.001841816,55.00,0.530365856,Home Sale,Mortgage
166,30,11/18/2022,2,140783,473,0.003359781,504.00,3.579977696,Shopping,Lending
656,30,11/18/2022,3,143774,2646,0.018403884,2052.00,14.27239974,Credit Card,Lending
719,30,11/18/2022,4,144727,527,0.003641339,1080.00,7.46232562,Credit Card,Lending
879,76,11/18/2022,4,133321,2277,0.01707908,1862.00,13.96629188,Shopping,Credit Card
687,97,11/18/2022,2,173825,1389,0.007990795,467.40,2.688911261,Rent To Own,Housing
256,97,11/18/2022,3,153293,212,0.001382972,247.30,1.613250442,Credit Card,Housing
399,97,11/18/2022,4,173855,97,0.000557936,901.00,5.182479653,Injury Claim,Housing
547,76,11/19/2022,2,134175,772,0.00575368,364.00,2.712874977,Credit Card,Credit Card
573,97,11/19/2022,5,173552,157,0.000904628,294.00,1.694016779,Education,Housing
750,97,11/19/2022,2,173308,542,0.00312738,1650.00,9.520622245,Auto Purchase,Housing
328,54,11/19/2022,2,194293,165,0.000849233,660.00,3.396931439,Home Warranty,Mortgage
328,54,11/19/2022,2,103922,397,0.003820173,1045.00,10.05561864,Home Warranty,Mortgage
964,54,11/19/2022,3,194267,165,0.000849347,144.00,0.74124787,Home Financing,Mortgage
964,54,11/19/2022,3,103869,268,0.002580173,288.00,2.772723334,Home Financing,Mortgage
176,54,11/19/2022,4,194238,93,0.000478794,1155.00,5.946313286,Home Security,Mortgage
176,54,11/19/2022,4,103799,232,0.002235089,825.00,7.948053449,Home Security,Mortgage
575,30,11/19/2022,2,120263,328,0.002727356,705.85,5.86921996,Credit Card,Lending
145,30,11/19/2022,3,144755,1273,0.008794169,624.00,4.310731926,Shopping,Lending
739,30,11/19/2022,4,144697,814,0.005625549,616.00,4.257171883,Credit Card,Lending
978,76,11/19/2022,3,134728,335,0.002486491,226.66,1.682352592,Loan,Credit Card
919,76,11/19/2022,4,134745,24,0.000178114,63.00,0.467549816,Tax Debt,Credit Card
663,76,11/19/2022,4,134741,125,0.000927706,53.71,0.398616605,Loan,Credit Card
413,97,11/19/2022,3,173545,105,0.00060503,0.00,0,Injury Claim,Housing
543,97,11/19/2022,4,173559,1046,0.006026769,472.00,2.719536296,Credit Score,Housing
739,76,11/20/2022,2,135144,626,0.004632096,112.00,0.828745634,Credit Card,Credit Card
837,76,11/20/2022,3,135216,517,0.003823512,586.00,4.33380665,Survey,Credit Card
1000,97,11/20/2022,4,173105,732,0.004228647,350.00,2.021894226,Credit Card,Housing
220,97,11/20/2022,2,172918,1405,0.008125239,756.00,4.372014481,Survey,Housing
685,97,11/20/2022,5,173055,183,0.001057467,841.50,4.862615931,Tax Debt,Housing
913,54,11/20/2022,2,193838,121,0.000624233,462.00,2.383433589,Home Warranty,Mortgage
913,54,11/20/2022,2,103585,304,0.002934788,528.00,5.097263117,Home Warranty,Mortgage
828,54,11/20/2022,3,193842,52,0.00026826,60.00,0.309530442,Home Financing,Mortgage
828,54,11/20/2022,3,103533,224,0.002163561,84.00,0.811335516,Home Financing,Mortgage
438,54,11/20/2022,4,193826,1835,0.009467254,1015.00,5.236655557,Networking,Mortgage
438,54,11/20/2022,4,103456,437,0.004224018,1015.00,9.810934117,Networking,Mortgage
952,30,11/20/2022,2,144841,569,0.003928446,429.00,2.961868532,Shopping,Lending
837,30,11/20/2022,3,144866,1108,0.007648448,1623.00,11.20345699,Survey,Lending
540,30,11/20/2022,4,144838,581,0.004011378,780.00,5.385327055,Credit Card,Lending
717,76,11/20/2022,4,135254,270,0.001996244,223.70,1.653925207,Loan,Credit Card
866,97,11/20/2022,3,173129,150,0.000866406,290.00,1.675051551,Personal Care,Housing
698,97,11/21/2022,3,172790,204,0.001180624,960.00,5.555877076,Home Financing,Housing
840,54,11/21/2022,2,194794,808,0.004147972,0.00,,Injury Claim,Mortgage
840,54,11/21/2022,2,103240,522,0.00505618,1303.40,12.62495157,Injury Claim,Mortgage
787,54,11/21/2022,3,194149,324,0.001668821,312.00,1.60701317,Home Financing,Mortgage
787,54,11/21/2022,3,103870,477,0.004592279,240.00,2.310580533,Home Financing,Mortgage
140,54,11/21/2022,4,194600,94,0.000483042,0.00,,Auto Warranty,Mortgage
140,54,11/21/2022,4,103375,200,0.001934704,1257.20,12.16154776,Auto Warranty,Mortgage
227,30,11/21/2022,2,142749,75,0.000525398,1300.00,9.106893919,Credit Repair,Lending
140,30,11/21/2022,3,142977,199,0.001391832,2281.00,15.95361492,Auto Warranty,Lending
750,30,11/21/2022,4,145021,185,0.001275677,720.00,4.964798202,Auto Purchase,Lending
250,76,11/21/2022,2,114893,522,0.004543358,685.71,5.968248718,Credit Card,Credit Card
919,76,11/21/2022,3,132292,9,6.80313E-05,0.00,0,Tax Debt,Credit Card
840,76,11/21/2022,4,135779,46,0.000338786,929.00,6.842000604,Injury Claim,Credit Card
687,97,11/21/2022,2,172786,1261,0.007298045,487.50,2.821409142,Rent To Own,Housing
840,97,11/21/2022,4,172792,147,0.000850734,901.00,5.214361776,Injury Claim,Housing
598,97,11/21/2022,5,172795,539,0.003119303,496.59,2.873867878,Home Financing,Housing
540,76,11/22/2022,2,135600,573,0.004225664,540.00,3.982300885,Credit Card,Credit Card
227,76,11/22/2022,4,135935,56,0.000411962,700.00,5.149519991,Credit Repair,Credit Card
222,97,11/22/2022,3,172371,573,0.003324225,333.07,1.932285593,Loan,Housing
250,54,11/22/2022,2,192764,209,0.001084227,0.00,,Credit Card,Mortgage
250,54,11/22/2022,2,95134,195,0.00204974,758.80,7.976117897,Credit Card,Mortgage
869,54,11/22/2022,3,192731,227,0.001177807,228.00,1.182995989,Home Financing,Mortgage
869,54,11/22/2022,3,95083,281,0.002955313,108.00,1.135849731,Home Financing,Mortgage
619,54,11/22/2022,4,192660,90,0.000467144,0.00,,Life Insurance,Mortgage
619,54,11/22/2022,4,94972,199,0.002095354,900.90,9.485953755,Life Insurance,Mortgage
969,30,11/22/2022,2,145185,326,0.002245411,800.87,5.516203465,Loan,Lending
250,30,11/22/2022,3,120506,1468,0.012181966,1370.00,11.36872853,Credit Card,Lending
